,link
51,https://www.sciencedirect.com/science/article/pii/S1877050921018111
52,https://www.sciencedirect.com/science/article/pii/S2213846321000171
53,https://www.sciencedirect.com/science/article/pii/S0040162521000822
54,https://www.sciencedirect.com/science/article/pii/S2199853122011623
55,https://www.sciencedirect.com/science/article/pii/S1566253519308103
56,https://www.sciencedirect.com/science/article/pii/S0306261921002646
57,https://www.sciencedirect.com/science/article/pii/S2405656120300857
58,https://www.sciencedirect.com/science/article/pii/S2666154320300144
59,https://www.sciencedirect.com/science/article/pii/S2213138821004367
60,https://www.sciencedirect.com/science/article/pii/S2214509521001431
61,https://www.sciencedirect.com/science/article/pii/S0306261921003093
62,https://www.sciencedirect.com/science/article/pii/S0306261921001409
63,https://www.sciencedirect.com/science/article/pii/S2352710221011578
64,https://www.sciencedirect.com/science/article/pii/S136403212030191X
65,https://www.sciencedirect.com/science/article/pii/S2666920X21000023
66,https://www.sciencedirect.com/science/article/pii/B9780128243398150023
67,https://www.sciencedirect.com/science/article/pii/S016073832030027X
68,https://www.sciencedirect.com/science/article/pii/S2667278221000535
69,https://www.sciencedirect.com/science/article/pii/S2666675821001041
70,https://www.sciencedirect.com/science/article/pii/S2212827121001682
71,https://www.sciencedirect.com/science/article/pii/S0959652621006211
72,https://www.sciencedirect.com/science/article/pii/S2352710220337451
73,https://www.sciencedirect.com/science/article/pii/S2213138821005750
74,https://www.sciencedirect.com/science/article/pii/S0040162521004030
75,https://www.sciencedirect.com/science/article/pii/S136403212100808X
76,https://www.sciencedirect.com/science/article/pii/S2212827120308933
77,https://www.sciencedirect.com/science/article/pii/S0950705121002574
78,https://www.sciencedirect.com/science/article/pii/S2666188819300048
79,https://www.sciencedirect.com/science/article/pii/S1618866721004374
80,https://www.sciencedirect.com/science/article/pii/S095006182101014X
81,https://www.sciencedirect.com/science/article/pii/S2352152X21005387
82,https://www.sciencedirect.com/science/article/pii/S2666389921002488
83,https://www.sciencedirect.com/science/article/pii/S0264275118315968
84,https://www.sciencedirect.com/science/article/pii/S0196890420304477
85,https://www.sciencedirect.com/science/article/pii/S2210670719312569
86,https://www.sciencedirect.com/science/article/pii/S0172219020300946
87,https://www.sciencedirect.com/science/article/pii/S2665972721000283
88,https://www.sciencedirect.com/science/article/pii/S0959652621007563
89,https://www.sciencedirect.com/science/article/pii/S221313882100014X
90,https://www.sciencedirect.com/science/article/pii/S0263876221003312
91,https://www.sciencedirect.com/science/article/pii/S0306261920312228
92,https://www.sciencedirect.com/science/article/pii/S1040619020301822
93,https://www.sciencedirect.com/science/article/pii/S1877050921005226
94,https://www.sciencedirect.com/science/article/pii/S0142061518329776
95,https://www.sciencedirect.com/science/article/pii/S0142061521004154
96,https://www.sciencedirect.com/science/article/pii/S2667096821000409
97,https://www.sciencedirect.com/science/article/pii/S0740624X21000137
98,https://www.sciencedirect.com/science/article/pii/S0313592620304021
99,https://www.sciencedirect.com/science/article/pii/S0048969720360903
100,https://www.sciencedirect.com/science/article/pii/S0016328720300215
101,https://www.sciencedirect.com/science/article/pii/S1556859821000456
102,https://www.sciencedirect.com/science/article/pii/S2405844021015589
103,https://www.sciencedirect.com/science/article/pii/S2211285521001452
104,https://www.sciencedirect.com/science/article/pii/S0048969721036111
105,https://www.sciencedirect.com/science/article/pii/S0160791X21000105
106,https://www.sciencedirect.com/science/article/pii/S0195925520307770
107,https://www.sciencedirect.com/science/article/pii/S0148296320307839
108,https://www.sciencedirect.com/science/article/pii/S014829632030583X
109,https://www.sciencedirect.com/science/article/pii/B9780128205433000018
110,https://www.sciencedirect.com/science/article/pii/S0926580521000017
111,https://www.sciencedirect.com/science/article/pii/S2589721721000350
112,https://www.sciencedirect.com/science/article/pii/S0278612520301424
113,https://www.sciencedirect.com/science/article/pii/S1877050921016264
114,https://www.sciencedirect.com/science/article/pii/S0960977620300096
115,https://www.sciencedirect.com/science/article/pii/B9780128185766000101
116,https://www.sciencedirect.com/science/article/pii/S0959652620340671
117,https://www.sciencedirect.com/science/article/pii/S1359644620304256
118,https://www.sciencedirect.com/science/article/pii/S2153353922001353
119,https://www.sciencedirect.com/science/article/pii/S2213138820314144
120,https://www.sciencedirect.com/science/article/pii/S0959652620308301
121,https://www.sciencedirect.com/science/article/pii/S0268401219317906
122,https://www.sciencedirect.com/science/article/pii/S0306261921001951
123,https://www.sciencedirect.com/science/article/pii/S266627872100012X
124,https://www.sciencedirect.com/science/article/pii/S1364032121004421
125,https://www.sciencedirect.com/science/article/pii/S1364032121006936
126,https://www.sciencedirect.com/science/article/pii/S1674775520301426
127,https://www.sciencedirect.com/science/article/pii/S0040162520312609
128,https://www.sciencedirect.com/science/article/pii/S1364032121007413
129,https://www.sciencedirect.com/science/article/pii/S2210670720301268
130,https://www.sciencedirect.com/science/article/pii/S0360544221012470
131,https://www.sciencedirect.com/science/article/pii/S155685982100047X
132,https://www.sciencedirect.com/science/article/pii/S0740624X18303113
133,https://www.sciencedirect.com/science/article/pii/S0926580520310979
134,https://www.sciencedirect.com/science/article/pii/S0959652621006478
135,https://www.sciencedirect.com/science/article/pii/S1364032116310619
136,https://www.sciencedirect.com/science/article/pii/S0160791X21002554
137,https://www.sciencedirect.com/science/article/pii/S2666659620300068
138,https://www.sciencedirect.com/science/article/pii/S0959652621022356
139,https://www.sciencedirect.com/science/article/pii/S1364032121000502
140,https://www.sciencedirect.com/science/article/pii/S0956566320304061
141,https://www.sciencedirect.com/science/article/pii/S1743919121002867
142,https://www.sciencedirect.com/science/article/pii/S074373152030277X
143,https://www.sciencedirect.com/science/article/pii/S2666202721000604
144,https://www.sciencedirect.com/science/article/pii/S0952197620303006
145,https://www.sciencedirect.com/science/article/pii/S2211467X21001231
146,https://www.sciencedirect.com/science/article/pii/S0040162520313834
147,https://www.sciencedirect.com/science/article/pii/S136403211730518X
148,https://www.sciencedirect.com/science/article/pii/S266654682030029X
149,https://www.sciencedirect.com/science/article/pii/S0925231220309292
150,https://www.sciencedirect.com/science/article/pii/S1674987119301987
151,https://www.sciencedirect.com/science/article/pii/S0957582019318403
152,https://www.sciencedirect.com/science/article/pii/S0959652620315365
153,https://www.sciencedirect.com/science/article/pii/S2199853122009817
154,https://www.sciencedirect.com/science/article/pii/S2666546820300380
155,https://www.sciencedirect.com/science/article/pii/S0278612521001606
156,https://www.sciencedirect.com/science/article/pii/S2542435121003500
157,https://www.sciencedirect.com/science/article/pii/S2213138821002290
158,https://www.sciencedirect.com/science/article/pii/B9780128151679000153
159,https://www.sciencedirect.com/science/article/pii/S1877050920323358
160,https://www.sciencedirect.com/science/article/pii/S2212041620301595
161,https://www.sciencedirect.com/science/article/pii/S1364032121003403
162,https://www.sciencedirect.com/science/article/pii/S1364032120308042
163,https://www.sciencedirect.com/science/article/pii/S0196890419310271
164,https://www.sciencedirect.com/science/article/pii/S2214629621002693
165,https://www.sciencedirect.com/science/article/pii/S2096249521000429
166,https://www.sciencedirect.com/science/article/pii/S0956053X20302269
167,https://www.sciencedirect.com/science/article/pii/B9780128206447000049
168,https://www.sciencedirect.com/science/article/pii/S1364032116307420
169,https://www.sciencedirect.com/science/article/pii/S1364032120306730
170,https://www.sciencedirect.com/science/article/pii/S2590332221002992
171,https://www.sciencedirect.com/science/article/pii/S0196890421007822
172,https://www.sciencedirect.com/science/article/pii/S0747563220302983
173,https://www.sciencedirect.com/science/article/pii/S026974912036351X
174,https://www.sciencedirect.com/science/article/pii/S1367578820300079
175,https://www.sciencedirect.com/science/article/pii/S1364032121007085
176,https://www.sciencedirect.com/science/article/pii/S0378778821004473
177,https://www.sciencedirect.com/science/article/pii/S092658051930651X
178,https://www.sciencedirect.com/science/article/pii/S0960077921001661
179,https://www.sciencedirect.com/science/article/pii/S0007681319301260
180,https://www.sciencedirect.com/science/article/pii/S030859612030029X
181,https://www.sciencedirect.com/science/article/pii/S0195925520306132
182,https://www.sciencedirect.com/science/article/pii/S2210537921000718
183,https://www.sciencedirect.com/science/article/pii/S2210670721000810
184,https://www.sciencedirect.com/science/article/pii/S0140366419320821
185,https://www.sciencedirect.com/science/article/pii/S0020138320307609
186,https://www.sciencedirect.com/science/article/pii/S2095809920300266
187,https://www.sciencedirect.com/science/article/pii/S0925753521002770
188,https://www.sciencedirect.com/science/article/pii/S2210670721003206
189,https://www.sciencedirect.com/science/article/pii/S2210537919300575
190,https://www.sciencedirect.com/science/article/pii/S0736585320301842
191,https://www.sciencedirect.com/science/article/pii/S0007681320300033
192,https://www.sciencedirect.com/science/article/pii/S2199853122011246
193,https://www.sciencedirect.com/science/article/pii/S1364032116304609
194,https://www.sciencedirect.com/science/article/pii/S0045790620306662
195,https://www.sciencedirect.com/science/article/pii/S2451929421004745
196,https://www.sciencedirect.com/science/article/pii/S0021999120308275
197,https://www.sciencedirect.com/science/article/pii/S0264127520304469
198,https://www.sciencedirect.com/science/article/pii/S0952197620302050
199,https://www.sciencedirect.com/science/article/pii/S0747563220304088
200,https://www.sciencedirect.com/science/article/pii/S2210670721000937
201,https://www.sciencedirect.com/science/article/pii/S0040162520310143
202,https://www.sciencedirect.com/science/article/pii/S266682702100058X
203,https://www.sciencedirect.com/science/article/pii/S0376738820310905
204,https://www.sciencedirect.com/science/article/pii/S0268401220315036
205,https://www.sciencedirect.com/science/article/pii/S2095809919300074
206,https://www.sciencedirect.com/science/article/pii/S0959652620319879
207,https://www.sciencedirect.com/science/article/pii/S0740624X1930245X
208,https://www.sciencedirect.com/science/article/pii/B9780128179765000140
209,https://www.sciencedirect.com/science/article/pii/S2214030120300493
210,https://www.sciencedirect.com/science/article/pii/S0048969719304838
211,https://www.sciencedirect.com/science/article/pii/S0022169419311709
212,https://www.sciencedirect.com/science/article/pii/S1364032119302333
213,https://www.sciencedirect.com/science/article/pii/S1877050919321684
214,https://www.sciencedirect.com/science/article/pii/S266638992030218X
215,https://www.sciencedirect.com/science/article/pii/S2212827121012191
216,https://www.sciencedirect.com/science/article/pii/S138912862031207X
217,https://www.sciencedirect.com/science/article/pii/S2212041620301820
218,https://www.sciencedirect.com/science/article/pii/S0169409X19300511
219,https://www.sciencedirect.com/science/article/pii/S030859612030001X
220,https://www.sciencedirect.com/science/article/pii/S2211285519303271
221,https://www.sciencedirect.com/science/article/pii/S1574954121000959
222,https://www.sciencedirect.com/science/article/pii/S2095809921003064
223,https://www.sciencedirect.com/science/article/pii/S0959652621013809
224,https://www.sciencedirect.com/science/article/pii/S0019850120309044
225,https://www.sciencedirect.com/science/article/pii/S2352152X1930790X
226,https://www.sciencedirect.com/science/article/pii/S1359431117327096
227,https://www.sciencedirect.com/science/article/pii/S0048969718308428
228,https://www.sciencedirect.com/science/article/pii/S2351978920320217
229,https://www.sciencedirect.com/science/article/pii/S0140366419321048
230,https://www.sciencedirect.com/science/article/pii/S2666498421000545
231,https://www.sciencedirect.com/science/article/pii/S0264275119312466
232,https://www.sciencedirect.com/science/article/pii/B9780128216026000183
233,https://www.sciencedirect.com/science/article/pii/S1350946220300720
234,https://www.sciencedirect.com/science/article/pii/S001632871830332X
235,https://www.sciencedirect.com/science/article/pii/B9780128202395000024
236,https://www.sciencedirect.com/science/article/pii/S0301479717307119
237,https://www.sciencedirect.com/science/article/pii/B9780128210925000103
238,https://www.sciencedirect.com/science/article/pii/S0959652621019235
239,https://www.sciencedirect.com/science/article/pii/S0301421521000653
240,https://www.sciencedirect.com/science/article/pii/S1877050920321943
241,https://www.sciencedirect.com/science/article/pii/S258972172030012X
242,https://www.sciencedirect.com/science/article/pii/S0048969721015928
243,https://www.sciencedirect.com/science/article/pii/S2212827118312988
244,https://www.sciencedirect.com/science/article/pii/S0148296320305932
245,https://www.sciencedirect.com/science/article/pii/B9780128191842000092
246,https://www.sciencedirect.com/science/article/pii/S0306261921005250
247,https://www.sciencedirect.com/science/article/pii/S0959652620353932
248,https://www.sciencedirect.com/science/article/pii/S2210537920302262
249,https://www.sciencedirect.com/science/article/pii/S095741742030926X
250,https://www.sciencedirect.com/science/article/pii/S1568494621005317
251,https://www.sciencedirect.com/science/article/pii/S0040162520313081
252,https://www.sciencedirect.com/science/article/pii/S2212827120308076
253,https://www.sciencedirect.com/science/article/pii/S0959652619325053
254,https://www.sciencedirect.com/science/article/pii/S1385894720323585
255,https://www.sciencedirect.com/science/article/pii/S095965261933940X
256,https://www.sciencedirect.com/science/article/pii/S2351978918303871
257,https://www.sciencedirect.com/science/article/pii/S0264999319304201
258,https://www.sciencedirect.com/science/article/pii/S002216942030130X
259,https://www.sciencedirect.com/science/article/pii/S0308596120300537
260,https://www.sciencedirect.com/science/article/pii/S0378778821003698
261,https://www.sciencedirect.com/science/article/pii/S0196890421010682
262,https://www.sciencedirect.com/science/article/pii/S0959652621015237
263,https://www.sciencedirect.com/science/article/pii/S0959652620322514
264,https://www.sciencedirect.com/science/article/pii/S1110016820306840
265,https://www.sciencedirect.com/science/article/pii/S2212827121001839
266,https://www.sciencedirect.com/science/article/pii/S0045790621003414
267,https://www.sciencedirect.com/science/article/pii/S0032591019303742
268,https://www.sciencedirect.com/science/article/pii/S0048969720314108
269,https://www.sciencedirect.com/science/article/pii/S2405896319324668
270,https://www.sciencedirect.com/science/article/pii/S0959652619342933
271,https://www.sciencedirect.com/science/article/pii/S0306261920316883
272,https://www.sciencedirect.com/science/article/pii/S0167739X20330053
273,https://www.sciencedirect.com/science/article/pii/S0959652619343434
274,https://www.sciencedirect.com/science/article/pii/S2214629620302917
275,https://www.sciencedirect.com/science/article/pii/S0167739X21001692
276,https://www.sciencedirect.com/science/article/pii/S0141029617335526
277,https://www.sciencedirect.com/science/article/pii/S1364032120309035
278,https://www.sciencedirect.com/science/article/pii/S1364032120305128
279,https://www.sciencedirect.com/science/article/pii/S0960308519302007
280,https://www.sciencedirect.com/science/article/pii/S1470160X21008864
281,https://www.sciencedirect.com/science/article/pii/S0308521X20307617
282,https://www.sciencedirect.com/science/article/pii/S0959652621021223
283,https://www.sciencedirect.com/science/article/pii/S096921262100126X
284,https://www.sciencedirect.com/science/article/pii/S2210670721002766
285,https://www.sciencedirect.com/science/article/pii/S1474034621001233
286,https://www.sciencedirect.com/science/article/pii/S0040162521002547
287,https://www.sciencedirect.com/science/article/pii/S0959652620308052
288,https://www.sciencedirect.com/science/article/pii/S2352484721005497
289,https://www.sciencedirect.com/science/article/pii/S221067072100367X
290,https://www.sciencedirect.com/science/article/pii/S235255091930020X
291,https://www.sciencedirect.com/science/article/pii/B9780128185766000204
292,https://www.sciencedirect.com/science/article/pii/S0197397519304667
293,https://www.sciencedirect.com/science/article/pii/S2352146521004506
294,https://www.sciencedirect.com/science/article/pii/S0195925520307733
295,https://www.sciencedirect.com/science/article/pii/S0011916419300463
296,https://www.sciencedirect.com/science/article/pii/S0306261920314938
297,https://www.sciencedirect.com/science/article/pii/S2352484719314313
298,https://www.sciencedirect.com/science/article/pii/S0734975020301336
299,https://www.sciencedirect.com/science/article/pii/S0378778821007131
300,https://www.sciencedirect.com/science/article/pii/S1364032121009011
301,https://www.sciencedirect.com/science/article/pii/S0734975020301336
302,https://www.sciencedirect.com/science/article/pii/S2210670721005163
303,https://www.sciencedirect.com/science/article/pii/S2095809917300772
304,https://www.sciencedirect.com/science/article/pii/S0109564120303675
305,https://www.sciencedirect.com/science/article/pii/S0262407921005248
306,https://www.sciencedirect.com/science/article/pii/S004763741930199X
307,https://www.sciencedirect.com/science/article/pii/S2405896320327610
308,https://www.sciencedirect.com/science/article/pii/S1364032115013313
309,https://www.sciencedirect.com/science/article/pii/S2095756420301409
310,https://www.sciencedirect.com/science/article/pii/S1876610218307148
311,https://www.sciencedirect.com/science/article/pii/S221067072030706X
312,https://www.sciencedirect.com/science/article/pii/S0268401218310089
313,https://www.sciencedirect.com/science/article/pii/S1364032117305555
314,https://www.sciencedirect.com/science/article/pii/S246811132030013X
315,https://www.sciencedirect.com/science/article/pii/S0160289621000465
316,https://www.sciencedirect.com/science/article/pii/S0926669021005367
317,https://www.sciencedirect.com/science/article/pii/S2405844019364564
318,https://www.sciencedirect.com/science/article/pii/S0957582021003177
319,https://www.sciencedirect.com/science/article/pii/S1877050920317762
320,https://www.sciencedirect.com/science/article/pii/S2589004221008592
321,https://www.sciencedirect.com/science/article/pii/S2666691X21000245
322,https://www.sciencedirect.com/science/article/pii/S2210670719310455
323,https://www.sciencedirect.com/science/article/pii/B9780128228975000110
324,https://www.sciencedirect.com/science/article/pii/S0048969719342627
325,https://www.sciencedirect.com/science/article/pii/B9780128212592000090
326,https://www.sciencedirect.com/science/article/pii/B9780128200049000280
327,https://www.sciencedirect.com/science/article/pii/S1389128621002322
328,https://www.sciencedirect.com/science/article/pii/S0022169419309606
329,https://www.sciencedirect.com/science/article/pii/S030626192031669X
330,https://www.sciencedirect.com/science/article/pii/S0016328717302896
331,https://www.sciencedirect.com/science/article/pii/S136403212100469X
332,https://www.sciencedirect.com/science/article/pii/S221067072100319X
333,https://www.sciencedirect.com/science/article/pii/S095965262101951X
334,https://www.sciencedirect.com/science/article/pii/S2090447921001830
335,https://www.sciencedirect.com/science/article/pii/S1110016821001356
336,https://www.sciencedirect.com/science/article/pii/S2210670720305229
337,https://www.sciencedirect.com/science/article/pii/S1342937X20302458
338,https://www.sciencedirect.com/science/article/pii/S0098135421000831
339,https://www.sciencedirect.com/science/article/pii/B9780128166390000156
340,https://www.sciencedirect.com/science/article/pii/S0959652620319144
341,https://www.sciencedirect.com/science/article/pii/S1877050919311895
342,https://www.sciencedirect.com/science/article/pii/S187705092102113X
343,https://www.sciencedirect.com/science/article/pii/S1877050918307348
344,https://www.sciencedirect.com/science/article/pii/S0360835221005805
345,https://www.sciencedirect.com/science/article/pii/S2214157X21007760
346,https://www.sciencedirect.com/science/article/pii/S0378775320311101
347,https://www.sciencedirect.com/science/article/pii/S1474667015338957
348,https://www.sciencedirect.com/science/article/pii/B9780128200049000309
349,https://www.sciencedirect.com/science/article/pii/S2352710221007063
350,https://www.sciencedirect.com/science/article/pii/B9780128239872000167
351,https://www.sciencedirect.com/science/article/pii/B9780128228975000067
352,https://www.sciencedirect.com/science/article/pii/S2666165920300077
353,https://www.sciencedirect.com/science/article/pii/S0306261919303678
354,https://www.sciencedirect.com/science/article/pii/S0009250921003729
355,https://www.sciencedirect.com/science/article/pii/S2212095521002194
356,https://www.sciencedirect.com/science/article/pii/S240589631732880X
357,https://www.sciencedirect.com/science/article/pii/S1364032121001830
358,https://www.sciencedirect.com/science/article/pii/S2666935821000847
359,https://www.sciencedirect.com/science/article/pii/S2214629618313380
360,https://www.sciencedirect.com/science/article/pii/S240584402102449X
361,https://www.sciencedirect.com/science/article/pii/S2325426221000954
362,https://www.sciencedirect.com/science/article/pii/S0022169421008325
363,https://www.sciencedirect.com/science/article/pii/S0016236121007419
364,https://www.sciencedirect.com/science/article/pii/S0167739X18320314
365,https://www.sciencedirect.com/science/article/pii/S221128552030570X
366,https://www.sciencedirect.com/science/article/pii/B9780128188439000114
367,https://www.sciencedirect.com/science/article/pii/S2214785320397807
368,https://www.sciencedirect.com/science/article/pii/B9780128184387000046
369,https://www.sciencedirect.com/science/article/pii/S0261517719300354
370,https://www.sciencedirect.com/science/article/pii/S1566253520300117
371,https://www.sciencedirect.com/science/article/pii/S0378517321001381
372,https://www.sciencedirect.com/science/article/pii/S1877050917326364
373,https://www.sciencedirect.com/science/article/pii/S0301420719302430
374,https://www.sciencedirect.com/science/article/pii/S1364032121005384
375,https://www.sciencedirect.com/science/article/pii/S0301479721004825
376,https://www.sciencedirect.com/science/article/pii/S0363018820301250
377,https://www.sciencedirect.com/science/article/pii/S0306261921003251
378,https://www.sciencedirect.com/science/article/pii/S135044952030431X
379,https://www.sciencedirect.com/science/article/pii/S0267364921000340
380,https://www.sciencedirect.com/science/article/pii/S187770581104879X
381,https://www.sciencedirect.com/science/article/pii/S1877050920316859
382,https://www.sciencedirect.com/science/article/pii/S0301421520302822
383,https://www.sciencedirect.com/science/article/pii/S0360319916320249
384,https://www.sciencedirect.com/science/article/pii/S2352710221010421
385,https://www.sciencedirect.com/science/article/pii/S1877050921021256
386,https://www.sciencedirect.com/science/article/pii/S0019452221001643
387,https://www.sciencedirect.com/science/article/pii/S0952197621001469
388,https://www.sciencedirect.com/science/article/pii/S0160791X19307171
389,https://www.sciencedirect.com/science/article/pii/S0043135420311192
390,https://www.sciencedirect.com/science/article/pii/S1872580521600100
391,https://www.sciencedirect.com/science/article/pii/S095965262031129X
392,https://www.sciencedirect.com/science/article/pii/S1364032117310407
393,https://www.sciencedirect.com/science/article/pii/S1364032120307668
394,https://www.sciencedirect.com/science/article/pii/B9780128166390000120
395,https://www.sciencedirect.com/science/article/pii/S2210670720305886
396,https://www.sciencedirect.com/science/article/pii/S0167739X21002788
397,https://www.sciencedirect.com/science/article/pii/S0142061514001379
398,https://www.sciencedirect.com/science/article/pii/B9780128233375000068
399,https://www.sciencedirect.com/science/article/pii/S2542660519302331
400,https://www.sciencedirect.com/science/article/pii/S0198971521000545
401,https://www.sciencedirect.com/science/article/pii/S2542529321000547
402,https://www.sciencedirect.com/science/article/pii/S002216941400242X
403,https://www.sciencedirect.com/science/article/pii/S0959652621037239
404,https://www.sciencedirect.com/science/article/pii/S0360319919342612
405,https://www.sciencedirect.com/science/article/pii/B9780128179765000024
406,https://www.sciencedirect.com/science/article/pii/S1364032116302842
407,https://www.sciencedirect.com/science/article/pii/S0378778820301237
408,https://www.sciencedirect.com/science/article/pii/S1464285921001449
409,https://www.sciencedirect.com/science/article/pii/S0360544219307479
410,https://www.sciencedirect.com/science/article/pii/S0360319917314738
411,https://www.sciencedirect.com/science/article/pii/S0896627317305093
412,https://www.sciencedirect.com/science/article/pii/S2212827120304121
413,https://www.sciencedirect.com/science/article/pii/S0167865520304372
414,https://www.sciencedirect.com/science/article/pii/S0375650518303547
415,https://www.sciencedirect.com/science/article/pii/S2211285520306042
416,https://www.sciencedirect.com/science/article/pii/S2351978919302720
417,https://www.sciencedirect.com/science/article/pii/S1364032115014197
418,https://www.sciencedirect.com/science/article/pii/S0959652619314982
419,https://www.sciencedirect.com/science/article/pii/S2666651020300012
420,https://www.sciencedirect.com/science/article/pii/S2666660X22000020
421,https://www.sciencedirect.com/science/article/pii/S2666389921002270
422,https://www.sciencedirect.com/science/article/pii/S1364032115003354
423,https://www.sciencedirect.com/science/article/pii/S0360544219312162
424,https://www.sciencedirect.com/science/article/pii/S0952197617301896
425,https://www.sciencedirect.com/science/article/pii/S0360132320301001
426,https://www.sciencedirect.com/science/article/pii/S0013935121009312
427,https://www.sciencedirect.com/science/article/pii/S0959652621032790
428,https://www.sciencedirect.com/science/article/pii/B9780128220603000188
429,https://www.sciencedirect.com/science/article/pii/B9780128185766000162
430,https://www.sciencedirect.com/science/article/pii/S1877050921001708
431,https://www.sciencedirect.com/science/article/pii/S2666389921001574
432,https://www.sciencedirect.com/science/article/pii/S1359029421000984
433,https://www.sciencedirect.com/science/article/pii/S0950061818323766
434,https://www.sciencedirect.com/science/article/pii/B9780128134672000845
435,https://www.sciencedirect.com/science/article/pii/S2588913321000284
436,https://www.sciencedirect.com/science/article/pii/S0306261916318220
437,https://www.sciencedirect.com/science/article/pii/S0959652620316322
438,https://www.sciencedirect.com/science/article/pii/S2211285521007540
439,https://www.sciencedirect.com/science/article/pii/S0378778814001625
440,https://www.sciencedirect.com/science/article/pii/S2405896318328829
441,https://www.sciencedirect.com/science/article/pii/S1470160X21006737
442,https://www.sciencedirect.com/science/article/pii/B9780128202036000011
443,https://www.sciencedirect.com/science/article/pii/S0378778816304959
444,https://www.sciencedirect.com/science/article/pii/B9780128099438000017
445,https://www.sciencedirect.com/science/article/pii/S0959652621008957
446,https://www.sciencedirect.com/science/article/pii/S187704281630372X
447,https://www.sciencedirect.com/science/article/pii/S0029549310001561
448,https://www.sciencedirect.com/science/article/pii/S2666954421000107
449,https://www.sciencedirect.com/science/article/pii/S0038092X18303566
450,https://www.sciencedirect.com/science/article/pii/S0196890420309456
451,https://www.sciencedirect.com/science/article/pii/S2666683920300213
452,https://www.sciencedirect.com/science/article/pii/S136403211830529X
453,https://www.sciencedirect.com/science/article/pii/B9780128218341000101
454,https://www.sciencedirect.com/science/article/pii/S096014811831293X
455,https://www.sciencedirect.com/science/article/pii/S0360319921003177
456,https://www.sciencedirect.com/science/article/pii/S1474667015321844
457,https://www.sciencedirect.com/science/article/pii/S2405896319310481
458,https://www.sciencedirect.com/science/article/pii/S096014812031301X
459,https://www.sciencedirect.com/science/article/pii/S2351978920307939
460,https://www.sciencedirect.com/science/article/pii/S1877050921021220
461,https://www.sciencedirect.com/science/article/pii/S157087052100158X
462,https://www.sciencedirect.com/science/article/pii/B9780128191866000051
463,https://www.sciencedirect.com/science/article/pii/S095965262101934X
